NAME,ADDRESS,AGE,SUB_MONTHS,MONTHLY_PAYMENT,USAGE_FEQ,STFT,CHURN
Eric Watson,94924 April Tunnel_Heatherhaven  MP 54127,30,11,57.3,15,5,False
Rebecca Robinson,85804 Amanda Fords Suite 154_Williamberg  GU 68806,39,64,33.86,17,5,False
Steven Bernard,6865 Sylvia Highway_West Travisport  TX 64109,51,83,71.88,17,1,False
Cassandra Davis,88348 Dale Mission_Calhounport  SC 02797,60,19,39.54,17,4,False
Jason Ross,901 Aguirre Junction_Lake Kimberly  AR 39511,34,92,60.19,29,5,False
Albert Cowan,665 Mary Gateway Suite 176_North Brandon  WV 23087,54,22,75.79,18,3,True
Margaret Hebert,6772 Samantha Spurs_Port Juliantown  MN 61919,28,65,36.95,16,4,False
Benjamin Mcdonald Jr.,631 Arnold Mill_Katieton  ID 14161,56,40,93.58,3,5,False
Hannah Huynh,70384 Neal Meadows_New Samantha  OH 49642,59,40,16.37,17,1,True
Michael Williams,04691 Johnson Crescent Apt. 905_Smithmouth  RI 15502,37,54,41.73,19,4,True
Jane Riddle,661 Thompson Oval Apt. 664_Timothyside  HI 69339,25,57,94.55,16,4,True
Monique Wright,935 Kelley Plaza_South Masonfort  OK 10355,50,65,91.02,19,1,False
David Martinez,5432 Jessica Oval_Fletchershire  NY 38265,57,72,58.51,21,5,False
John Escobar,12481 Howard Dale_New Dawnburgh  VA 92724,55,89,47.95,20,2,True
Julie Freeman,5289 Monroe Locks Suite 232_Thompsonfort  IA 20873,39,112,90.5,20,3,True
Timothy Pearson,3511 Gregory Mission Suite 901_East Kennethmouth  DC 04131,34,110,12.39,24,3,False
Edward Calderon,9858 Kathleen Mission Suite 554_Nicoleberg  NC 00746,42,71,26.57,1,5,False
Joseph Hernandez,91128 Antonio Garden_Gregorytown  PR 32497,19,96,95.33,10,3,False
Charles Taylor,600 Angela Extensions_Stantonville  DC 10860,46,84,59.14,25,2,False
Christine Hernandez,37720 Darlene Haven_Port Aaronport  HI 25397,20,38,95.8,13,2,True
Kelly Ford,30017 Turner Mews_Wallfurt  TX 94012,46,18,64.59,25,4,False
James Bartlett,4082 Webb Hill_South Maria  PA 87603,49,67,30.31,15,1,False
Travis Rogers,194 April Lane_South Sharon  SC 47058,46,107,92.49,10,2,False
Erin Johnson,71671 Brian Circles Suite 779_Lake Christopher  CA 49585,51,36,29.36,13,5,False
Robert Miller,99803 Joel Isle Apt. 973_Lake Jimmy  MH 42516,42,42,81.96,1,2,False
Christopher Collins,2957 Jones Forges_South Michaelshire  TX 53844,38,12,38.7,26,1,False
Douglas Cunningham,24706 Madeline Summit Apt. 337_Eatonland  AS 40451,42,3,57.2,18,3,True
Jenny Gray,02728 Adams Turnpike_South Brenda  SC 73021,21,55,50.51,12,3,True
Raymond Glass,53734 Gibson Trace Suite 431_Hornburgh  KS 61894,46,67,16.19,1,3,False
John Wheeler,730 Moran Way Apt. 073_Amyfort  SC 16052,37,119,90.11,18,5,False
Daniel Ortega,43196 Maxwell Stravenue_South Andrewfort  NM 96088,33,82,18.11,5,4,True
Eric Miller,550 Richardson Streets Apt. 912_Smithfurt  IL 08440,40,21,48.09,14,1,True
Cory Garcia,1594 Dunn Union_South Thomas  HI 73498,31,40,29.02,2,4,False
Cheryl Bruce,32609 Kevin Unions Apt. 064_Lake Sarah  VI 98348,60,33,96.97,11,1,False
Annette Dickerson,8787 Frank Cliff Apt. 862_Brownside  ME 42654,19,50,86.06,9,4,False
Jose Oliver,435 Theodore Flat_Laurastad  NY 06088,56,8,83.56,15,3,False
Cody Rowe,386 Miles Plaza_Combsmouth  AR 29219,56,93,53.55,17,5,False
Glenn Leblanc,02083 Rodriguez Track Apt. 051_Port Pamela  ND 88671,19,109,95.48,4,1,False
Cheryl Underwood,671 Mindy Way_New Mark  MP 14609,27,73,49.08,24,1,False
Patrick Lewis,6853 Joshua Valleys_Durhambury  CO 11765,24,91,89.58,21,1,True
Ryan Meyer,248 Martin Course_Port Michelleborough  MI 16836,52,61,91.73,4,5,False
Katrina Johnson,7603 Ochoa Terrace_Lake Brett  ME 01200,60,65,96.66,16,5,True
Stacy Soto,99774 Long Estates Suite 019_Lake Juan  AZ 60827,35,87,38.71,3,5,False
Cory Cross,624 Sarah Springs Apt. 306_New Bobby  NE 70695,57,33,26.86,16,2,True
Nicholas Reid,183 Johnson Branch_East Maryburgh  OK 06140,19,21,16.24,21,5,False
Jason Graham,08911 Jacqueline Mission_Goodmantown  DE 17046,24,117,85.38,7,1,False
Maria Garner,579 Rivera Roads_Alexandriaside  TN 09218,43,43,27.64,26,3,True
Kimberly Rose,816 Sellers Pass Suite 364_Lake Michael  AS 39972,34,74,69.7,22,1,True
Joseph Hudson,94412 Davidson Court Suite 512_Lopezstad  MO 84289,27,62,51.0,4,4,True
Taylor Henderson,50581 Coleman Stream_South Ryan  MD 75969,28,70,53.92,14,3,False
Steven Johnson,6199 Simpson Trail Apt. 218_New Lisa  FL 77427,36,98,81.95,12,5,True
John Pham,2964 Schwartz Cove Suite 750_Rossshire  FL 03855,50,68,50.62,26,1,False
Jeffrey Huffman,6545 Russell Ranch_Thomasland  MA 73757,52,15,13.8,15,1,False
Benjamin Mays,4451 Danielle Burg_Alyssaton  KS 29003,25,108,60.6,26,4,False
Daniel Weaver,473 Shelby Streets Suite 126_West Frank  AR 21731,32,29,11.34,5,2,False
Alyssa Bean,7456 Amanda Viaduct_Port Ravenside  HI 44777,52,56,58.46,7,5,True
Christina Delgado,Unit 8241 Box 0331_DPO AP 90002,59,58,99.14,26,1,False
Ashley Cardenas,59998 Scott Greens_Smithtown  KY 27163,23,86,80.11,9,1,False
Christopher Russell,72196 Karen Squares_Justinview  PW 68828,52,60,50.68,19,2,True
Taylor Curtis,15318 Watts Rest_Westfurt  NM 87728,48,56,40.92,14,1,True
Christopher Price,7157 Betty Terrace_West Kristin  KY 78567,55,97,38.98,9,5,False
Justin Rodgers,556 Cole Drives Suite 549_New Judyview  IN 30662,31,107,85.49,14,2,False
Cheryl Deleon,3983 Martin Avenue Suite 559_Jennyshire  MN 65422,27,53,10.16,5,4,False
Andrew Campbell,97231 Zachary Pines_Maryhaven  VA 55262,19,8,17.36,8,3,False
Jerry Schmidt,4891 Joshua Falls_Angelaville  WV 40509,31,61,80.44,18,5,False
Mrs. Rebecca Terry,Unit 1961 Box 0960_DPO AA 66287,40,27,48.99,14,2,True
Glen Weber,5106 Caldwell Drives Suite 019_Tiffanyview  NJ 36695,34,28,21.97,10,2,False
Jim Flores,5877 Kimberly Pass Apt. 604_Curryland  OK 52901,47,8,95.81,29,5,False
Fred Arias,537 Johnson Trail Suite 938_Fitzgeraldberg  MP 04393,43,58,62.76,25,1,False
Brooke Moon,969 Robert Burg_Port Thomasville  ND 79384,30,5,48.27,25,2,True
Nathan Ramirez,496 Donna Plaza_Anafurt  CT 69951,58,7,96.26,25,5,True
Laura Burke,314 Tracy Forks_North Christopher  UT 44073,56,60,60.89,21,4,False
Julie Mendez,4486 Evelyn Groves Suite 431_Kellyville  MS 43591,52,33,23.67,24,5,True
Adriana Jackson,0956 Carter Ridges_Schultzfort  MN 98069,31,2,43.76,12,1,False
Patrick Edwards,091 Gabrielle Track Apt. 612_Lake Elizabeth  PW 31454,24,110,12.33,7,3,False
Thomas Carrillo,876 Brown Terrace Apt. 649_Carolside  WY 59615,28,113,70.25,16,1,False
Richard Jenkins,578 Samantha Neck_Burgessburgh  GA 60792,31,89,89.82,6,3,True
Kathy Cannon,6768 Mullen Run Suite 355_Chanshire  OH 87465,36,77,16.83,11,5,False
Eric Chen,46935 Moore Locks_Tracyshire  FL 34981,53,83,71.42,19,2,False
Jacqueline Lee,PSC 4125  Box 1936_APO AE 67801,30,61,57.37,26,1,True
Timothy Bernard,1145 Harris Burgs_Huntertown  NC 29488,21,73,99.35,16,1,True
Stephen Taylor,4691 Stewart Estate_Grayland  AL 61633,60,9,82.21,5,2,False
Anthony Wilson,93250 Stevens Corner Apt. 605_Kingville  MT 58158,59,113,15.89,28,5,False
Kent Hayes,235 Anthony Dale_Jasonview  IA 72157,51,102,15.7,14,5,False
Andre Howard,2781 Garcia Roads Suite 098_Port Richard  GU 61876,32,6,90.66,26,3,False
Brittany Murillo,505 Rodriguez Spring_Port Edwinview  NH 30799,38,114,16.67,6,2,False
Laura Lopez,604 Landry Spur Suite 315_North Coryport  MA 10077,40,21,76.51,14,3,True
Amber Gay,9043 Brown Green_Yatesland  ND 68118,58,31,80.62,16,1,False
David Martinez,119 Shari Haven_Michelleshire  MH 32907,41,20,72.03,29,4,False
Diana Anderson,550 Rodriguez Wells Apt. 415_Jessestad  LA 23666,27,53,31.57,1,2,False
David Mooney,187 Karina Pine Apt. 583_Gonzalesport  DC 05486,20,17,70.44,18,4,False
Charles Anderson,112 York Orchard Suite 980_Lake Brandy  GU 22097,36,54,43.47,29,5,False
James Johnson,1453 Amy Way_Lake Peterborough  OR 05756,28,62,39.02,15,3,True
Tyler Johnson,USNV Gardner_FPO AA 27520,46,8,41.82,25,3,False
Bobby Weiss,016 Perry Plaza_Chavezbury  VI 16576,49,57,47.89,28,3,False
Jason Escobar,Unit 2969 Box 7647_DPO AP 14113,45,33,16.41,7,1,True
Kevin Mendez,158 Johnston Mission Suite 332_Erikachester  DC 26517,53,27,43.89,7,5,False
Jonathan Bates,25375 Jonathan Union Suite 710_East Dianaview  MN 19358,45,92,62.95,8,2,True
Stephen Collins,53112 Nicole Causeway_Alishachester  MS 23342,20,60,64.14,2,3,True
David Terry,669 John Parkways_North Erintown  FM 29005,60,20,33.46,15,4,False
Timothy Nelson,57815 Brown Row Apt. 987_East Chase  PR 72606,34,61,45.23,24,4,False
Samantha Adams,1546 Mason Harbors_Joshuaville  NV 05946,34,50,53.96,25,4,False
Mrs. Patricia Giles DVM,9200 Chen Gateway Suite 278_Zimmermanport  NE 31437,46,113,33.45,4,5,False
Allison Moreno MD,28432 Stevens Wells Apt. 496_West Ronald  AL 65776,43,88,75.57,11,1,True
Jamie Morris,072 Smith Corner_Scottmouth  VI 19472,27,53,45.69,30,2,False
Eileen Myers,17119 Gray Square_Waynehaven  IN 14712,42,54,62.88,16,5,False
Lisa Moran,7196 Norris Mall Suite 605_Lake Jennifer  PW 33572,54,35,17.52,29,1,False
Chelsea King,08862 William Alley Suite 503_Josephburgh  WI 34223,37,46,93.12,5,3,False
Candace Scott,20655 Nicholas Lodge_East April  MI 58799,37,36,29.65,25,2,True
Mark Smith,46270 Davis Port_Port Angelaburgh  CT 22691,58,120,93.51,13,2,False
Michelle Fields,58303 Stephen Pass_Crystalmouth  OH 13236,48,120,46.94,14,4,True
Marc Brooks,51714 Cordova Groves Suite 231_Port Theresa  TN 79887,27,14,52.08,10,2,True
Steven Tucker,674 Daniel Estate Suite 228_South Steven  IL 55235,38,116,18.1,11,5,False
Nancy Mcgrath,114 Daniel Shores_Jessicabury  ID 26891,19,72,94.19,6,4,False
Steven Sanchez,25771 Christopher Plains Apt. 445_Lake Jason  KY 46309,55,97,83.03,27,4,True
Thomas Fuentes,631 Dana Ranch Suite 822_Christopherside  VI 68577,39,120,83.95,14,4,False
Stacy Brown,2408 Washington Cove Apt. 864_Port Stephentown  SC 21725,60,103,85.47,6,3,True
Emma Miranda,65951 Joshua Ports Apt. 938_East Betty  SD 13561,48,16,22.54,28,3,True
Jessica Morgan,79748 Glover Mountains Apt. 314_Caitlinport  SC 15685,60,115,36.11,17,5,False
Ashley Schneider,4575 Cline Trail_New Shawn  NM 47818,37,21,80.29,19,1,True
Andrea Travis,72608 Jones Cape_Scottberg  MN 18807,35,46,76.05,12,5,False
Nicholas Ross,696 Anderson Loop_Mirandamouth  NE 70264,42,73,40.27,2,5,False
Karen Fernandez DVM,6149 Clark Springs_Brandonhaven  TX 48415,51,47,91.47,10,2,True
Jennifer Brown,77055 James Fort_Melaniefort  GA 28849,25,19,87.6,19,5,True
Angela Green,4738 Brown Tunnel Apt. 106_Kimberlyburgh  TX 66755,45,82,66.56,25,1,False
Jose Mercer,168 Maria Lakes Suite 097_Raymondton  FM 11402,34,73,56.42,10,5,False
Bruce Stewart,2152 Karen Stravenue_East Courtney  ND 92248,36,107,90.64,25,1,False
Dean Cross,8127 Karen Lodge_Lake Leahfurt  WI 48674,31,88,85.75,26,5,False
Leslie Shannon,5674 Hayley Lock Suite 065_Port Kevin  PR 45128,39,1,85.83,19,5,True
Benjamin Harvey,55905 Williams Corners_Coltonview  CO 14396,38,69,52.02,11,3,False
David Ballard,5877 Luis Island_Brownstad  OH 65249,27,49,33.51,27,1,True
Nicole Powers,672 Robert Spurs_South Melissaview  RI 50780,20,79,73.15,1,2,False
Emily West,20809 Stewart Hill Apt. 859_Littleland  MI 75873,40,85,35.45,19,3,False
Ashley Frazier,314 Griffin Ports Apt. 152_Henryland  MN 63103,55,37,80.52,2,4,False
Rebecca Foster,96568 Luis Garden_Kyleburgh  AR 49060,22,15,20.29,2,2,False
Sean Snow,05901 Donald Courts Suite 404_Wolfetown  VA 81634,29,100,40.23,26,1,False
Charles Johnson,PSC 2292  Box 9569_APO AP 03067,29,79,58.0,11,2,True
Alyssa Knapp,37665 Gonzales Heights Apt. 083_West Angelaside  MA 08217,23,94,74.95,3,5,False
Aaron Vargas,57064 Thompson Highway_North Michaelville  CO 98685,42,71,18.85,20,1,False
Julie Pineda,726 Taylor Street Apt. 979_West Lisafort  AR 63017,32,70,89.58,6,4,True
Tracy Robinson,8895 Alexander Turnpike Apt. 111_Lisaville  LA 34118,53,97,44.2,22,3,False
Alyssa Morton,3698 Wells Forks Suite 284_Aprilchester  SD 80403,30,67,93.39,6,5,False
James West,74441 Mata Motorway Suite 709_Lake Kendra  MN 52795,27,75,15.42,2,4,True
Debra Hobbs,00456 Gray Crossroad Apt. 452_Youngburgh  OK 64466,49,73,82.55,20,2,False
Anthony Glover,5070 Vasquez Keys_Lake Emilyfort  NJ 44396,25,19,35.92,2,2,True
Bill Fritz MD,550 David Wells_Jasminetown  WI 50582,53,40,38.53,19,3,True
Sherri Vazquez,3927 Harris Mountain_Nortonshire  SD 82382,36,43,17.52,2,5,True
Katherine Rivera,951 Wright Spurs Suite 558_North Jennifermouth  MD 26949,56,38,59.45,16,1,False
Daniel Kennedy,141 Garcia Summit Suite 816_East Micheletown  TN 28100,43,117,19.67,27,1,False
Kyle Sanders,299 Meghan Ways_East Gregory  NY 03176,20,85,21.93,11,2,False
Marcus Wagner,98211 Lisa Forge Apt. 411_Lake Nancy  MT 61497,50,46,95.85,11,5,True
Michael Ramsey,104 Kelly Manor Apt. 666_Jamesborough  OH 57260,40,88,16.93,20,4,False
Pam Bradshaw,0438 Lauren Flats_East Randallburgh  IA 04646,23,87,17.77,20,4,True
Rickey Evans,412 Perkins Ford Apt. 155_Lauriemouth  NY 37773,54,1,12.25,18,5,False
Paul Thomas,62942 Davis Estate Apt. 367_West Kelly  NC 30972,41,15,82.61,9,5,False
Mr. Timothy Ward,307 Morales Alley_Cummingsmouth  TX 11838,58,83,49.42,19,5,False
Jason Griffin,0932 Figueroa Garden_Castilloview  UT 01888,43,112,56.19,14,1,False
James Marshall,395 Wright Landing_North Andrewport  GU 52186,45,83,12.19,23,2,True
John Wilson,654 Jeffrey Village_New Aaronchester  ID 62943,52,92,62.64,22,2,False
Heather Gonzales,PSC 7136  Box 2193_APO AE 60208,57,118,37.31,16,3,False
Michele Stokes,9258 Johnson Pines Suite 623_West Kevin  MA 68967,20,62,39.53,3,4,False
Tracy Perry,201 Melissa Estate_Lake Angelastad  WI 51495,24,117,10.74,13,3,False
Ryan Manning,2801 Christopher Spring Apt. 731_Kellyland  VI 34257,37,97,32.05,4,2,True
Theresa Garza,USNV Glover_FPO AE 84152,29,65,26.81,5,3,False
Christina Compton,619 Curtis Land Apt. 095_Blanchardhaven  VI 69249,53,115,53.33,27,3,True
Stacey Wilcox,6618 Figueroa Station Suite 211_Brennanview  VT 13279,38,97,18.16,2,4,False
Vicki Knapp,589 Sara Center_Port Christophertown  FL 47832,47,104,11.42,2,4,False
Laura Thornton,478 Jamie Dam_Stewartport  RI 76532,54,46,38.66,1,1,True
Dr. Aaron Lee DVM,04754 Jonathan Mountains_Gonzalezburgh  CO 03607,51,28,75.46,6,1,False
Barbara Brown,728 Catherine Plaza_Meaganchester  FL 21330,56,104,49.49,4,4,False
Brian Lowe,82424 Howard Villages_Ericmouth  MH 05855,43,119,97.64,3,3,True
Samantha Washington,217 Olivia Divide Suite 301_South Karen  KS 13959,49,28,26.11,20,3,True
Carrie Rice,46857 Jeffrey Rapids_West Jessehaven  MS 08322,29,19,50.24,26,3,False
Jacqueline Hanna,579 Baker Roads Apt. 310_South William  NV 10660,43,87,59.42,14,3,False
George Gentry,93823 Walton Stream_East Emilyfort  UT 92003,20,82,24.56,12,1,False
Kenneth Hall,157 Jonathan Avenue Apt. 808_Port Margaret  DE 42562,31,43,85.65,18,2,False
William Blair,4560 Stewart Common_Emmaview  ND 79927,27,16,86.52,15,2,False
Victoria Reid,1392 Green Loaf Suite 148_North Gabrielmouth  ME 13352,56,10,59.19,22,3,True
Suzanne Burnett,180 Tara Way Apt. 197_Brandonmouth  IA 75465,36,63,65.82,12,2,False
Joshua Moore,888 Rodriguez Island_West Christopherburgh  ND 10136,26,18,70.67,13,1,False
Andrew Murphy,45223 Jamie Skyway Apt. 138_New Cynthiamouth  VA 83089,25,29,94.23,9,5,False
Cristina Galloway,43102 Amy Divide Suite 627_Port David  KY 65606,42,27,63.74,3,2,True
Kayla Nichols,4299 Mendoza Village_Timothyhaven  PA 84967,22,57,16.65,11,4,False
Wendy Clark,PSC 8384  Box 2148_APO AA 01696,24,93,36.46,26,5,True
Kenneth Rodgers,10983 Montoya Plains Suite 020_West Patriciahaven  AS 75286,47,46,62.4,16,4,False
Michele Nelson,Unit 2775 Box 0510_DPO AE 35255,30,18,84.93,21,2,True
Joseph Jennings,66978 James Drive Apt. 631_Port Frank  IL 08780,57,9,82.49,28,2,False
Harold Callahan,36435 Gary Trail Suite 500_Williamsmouth  NY 02936,43,103,74.3,3,3,True
Kimberly Parks,54235 Amy Ridges Suite 931_Vincentstad  VI 21790,59,24,25.77,1,2,False
Melissa Mendoza,6298 Moore Isle Apt. 051_New Veronica  MH 70844,35,76,24.45,22,2,True
Melody Gonzalez,45278 Jordan Square Suite 348_Smithfort  TN 70958,36,63,14.97,20,1,False
Robert Wood,3118 Roberts Fields_Alexandramouth  NM 80747,23,103,13.49,8,3,False
Diana Olson,573 Dennis Tunnel_Lake Alexis  SC 36234,32,62,48.39,1,5,False
Sherry Snyder DDS,511 Maddox Knoll Apt. 226_New Patricia  HI 76865,38,101,42.89,28,3,False
Jason Lewis,9953 Garrett Burg Apt. 993_Megantown  IA 80345,47,34,43.35,16,2,False
Mrs. Ashley Ramsey,41930 Andrews Harbors Apt. 413_Lake Loriside  VT 94979,28,107,18.23,6,1,False
Emily Fuller,90329 Christina Way_Shannonside  KS 35012,20,30,84.24,6,5,True
Michael Turner,011 Johnson Meadow_Scottburgh  WV 55466,29,98,61.33,2,4,False
Timothy Harris,27247 Powell Squares Suite 971_Scottton  WI 84510,37,40,67.96,30,1,True
Daniel Ochoa,324 Timothy Roads Apt. 156_Davidport  VA 37059,19,65,33.64,22,4,True
Heather Guzman,561 Thomas Ford Apt. 501_East Christina  WA 12409,33,74,13.8,10,4,False
Kara Pacheco,819 Chelsea Gardens Apt. 402_Port Jeffreyland  NH 84679,41,27,23.35,9,3,False
Mary Obrien,3536 Moon Plains_Craigmouth  IL 91971,39,93,89.79,4,5,False
Kevin Santana,8586 Bautista Shoals_Matthewmouth  NV 67457,53,119,59.23,27,3,False
Edward Petersen,15285 Davis Loop Suite 616_Traceymouth  ND 86517,29,87,47.56,10,4,False
Karen Cowan,804 Adam Hollow_Jessicamouth  NM 39706,54,93,93.01,4,2,False
Steve Hughes,1285 Becky Isle_Christopherport  AZ 04726,28,100,53.55,20,2,False
Terry Fields,81405 Gross Plain Apt. 951_Michellemouth  NY 81903,58,64,52.63,1,3,False
Christie Wilson,1237 Jeffery Field_Martintown  MP 12020,23,76,75.74,12,3,True
Scott Matthews,250 Ashley Tunnel Apt. 999_Samanthaton  DC 31790,54,105,15.38,2,5,False
Ryan Brown,PSC 1448  Box 6601_APO AA 88322,33,22,90.44,18,1,False
Cheryl Stephenson,88904 Omar View Apt. 032_Angelachester  NH 07114,24,72,55.17,20,3,False
Diane White,50765 Steve Village_Christinamouth  PW 92130,46,105,30.2,6,2,False
Kimberly Dudley,862 Johnson Streets Apt. 189_West Johnathan  VI 34945,49,93,53.6,17,3,False
Nicholas Powell,7131 Christopher Divide Suite 330_Webbborough  WV 64443,29,109,47.09,3,1,False
Timothy Cohen,926 Sharon Square_Espinozaside  AR 90161,50,105,84.71,29,1,False
Stephanie Merritt,1426 Collins Forks_Gilmorechester  VI 44788,52,88,56.93,8,4,False
Miguel Roberts,8776 Andrew Forge Suite 019_Port David  WV 24941,25,47,30.9,11,3,True
Kimberly Lopez,5088 Bartlett Light_Hollyton  SD 11731,50,3,55.73,15,1,True
John Mcbride,27182 Stone Rue_Jonathanbury  MD 91456,22,13,54.39,20,1,False
Morgan Bell,Unit 1624 Box 3033_DPO AP 73398,34,84,43.68,10,1,False
Robert Holloway,PSC 0459  Box 2822_APO AP 40080,59,46,66.09,14,3,False
Charles Clark,687 Vaughn Village Apt. 754_New Brittany  MI 05145,55,61,40.82,20,2,False
Angela Peterson,USS Dawson_FPO AP 08466,35,57,86.61,3,2,False
Ian Franklin,102 Catherine Wall Suite 953_Stoneborough  DE 83631,29,56,60.42,26,2,False
Mark Brooks,0749 Shaw Ways_Morganburgh  AL 09887,36,29,61.2,22,4,False
John Hahn,715 Morrow Loaf_East Josephbury  ID 87815,51,29,85.93,14,5,False
Alicia Bennett MD,PSC 1967  Box 4897_APO AE 00537,59,39,37.82,17,5,False
Timothy Pope,40869 Brown Landing_East Jason  KY 21675,24,91,99.06,16,2,False
Kevin Hood,31912 Jennifer Ports_Samuelland  PR 08693,51,44,67.04,24,5,False
Darrell Miller,66705 April Creek_North Christopher  AK 72367,29,68,24.41,3,2,False
Courtney Knight,9039 Parker Junctions Suite 132_South Katrina  NM 23514,43,100,54.93,26,5,True
Daniel Bryant,32843 Ward Meadow_Bennettburgh  SD 99773,53,23,72.16,28,3,False
Cheryl Dixon,431 Christopher Corners Apt. 273_North Elizabethhaven  MS 24467,37,5,24.29,8,1,False
Jennifer Zhang,505 Spencer Mission Apt. 479_Jenniferville  SD 73373,46,104,84.97,23,2,False
Michael Cannon,80439 Coleman Springs Suite 434_West Jennifer  NH 55999,52,36,31.76,3,4,False
Lauren Roberts,8006 Margaret Cliff Suite 903_Lake Austinfurt  AK 16671,46,29,69.92,26,4,True
Michael Mendez,69841 Cassandra Hill Apt. 646_Schneidermouth  CT 50632,30,39,79.68,15,4,False
Mrs. Emily Campbell,679 Wells Flat_Lake Danielle  WI 96580,58,80,32.85,3,3,False
Thomas Gonzales,96066 Kevin Walks Suite 650_Geraldborough  WY 92769,52,105,88.94,16,2,False
Anne Brennan,3775 Carlos Isle Apt. 763_Gaineshaven  NM 73996,42,81,30.11,16,2,True
Michael Weiss,388 Pearson Stream_Karenmouth  WI 36766,33,71,52.07,10,5,False
Haley Brown,9998 Brown Stream Apt. 739_New Valeriefort  IA 18492,55,35,20.0,4,4,False
Charles Smith,1749 Cody Terrace_Lake Williamberg  NE 10214,53,62,94.55,19,3,True
Tamara Scott,76949 Hoffman Harbor_Welchfurt  WI 68500,39,61,53.74,20,5,False
Eric Moore,7176 Phillips Branch Apt. 520_East Michelleville  AR 63713,46,29,17.27,19,3,False
Nathan Jenkins,1545 Tran Streets Suite 363_Wolfestad  CO 82995,40,90,83.24,2,4,False
Stacie Riddle,7166 Brooke Lodge Suite 224_Danielburgh  DC 23915,58,30,70.34,10,5,False
John Townsend,72968 Hannah Rue Apt. 058_Lake Cynthia  OK 15158,56,50,19.03,24,5,False
Jeffrey Morrison,5487 Morris Harbor_West Christophermouth  AR 10021,19,69,28.16,16,3,False
Sarah Bond,264 Brooks Islands Suite 264_Kevintown  OR 95006,29,41,88.76,22,5,True
Kenneth Wilson,7979 Jeffrey Parkways_New Diane  MT 71592,32,41,86.23,27,4,False
Joshua Murray,627 Reeves Parkway Suite 491_East Lynn  UT 55496,37,45,48.87,13,2,False
Susan Pope,3658 Jesse Mission_Morrismouth  TN 32129,38,1,38.17,5,3,False
John Richardson,72339 Richard Mountains Apt. 320_Paulaberg  AK 89411,53,51,31.1,9,2,True
Daniel Sullivan,10043 Douglas Forges Apt. 894_Jenniferbury  TN 27915,21,27,19.54,25,4,False
Amber Lane,1491 Lawrence Mountains_Pattersonstad  CO 17544,39,61,53.89,16,1,False
Steven Freeman,Unit 8088 Box 7161_DPO AP 97759,54,71,98.72,9,2,True
Linda Howell,8818 Ramirez Creek_Lake Colin  VT 35596,29,74,58.24,29,5,True
Patricia Shaw,397 Hughes Rapids_North Danielleport  MO 40743,35,50,28.79,15,3,False
Tony Lopez,06870 Perez Land Suite 833_Rossberg  MN 74106,44,100,33.78,17,5,False
